Time,X,Y,x_lorenz,y_lorenz,z_lorenz
0.0,1.0,0.0,1.0,1.0,1.0
0.1000100010001,1.0009563026699695,0.037872725341307825,2.1333313050344036,4.471979765236111,1.1139435311726862
0.2000200020002,1.0157892792415764,0.33091477952782977,6.536742990783568,13.710023096844369,4.176835950973261
0.3000300030003,1.0911285051677997,1.3426904276207379,16.710719042132975,27.30439071558656,26.180416294546184
0.4000400040004,1.3092221921267044,2.964851750292615,15.436446864460727,1.3325187716595543,47.101686767304216
0.5000500050005,1.6340038049116714,3.2246496264105624,1.2117464373393712,-8.953397552082752,32.68810974518067
0.6000600060006,1.9113290368577986,2.210230937515071,-4.869523023035617,-8.085057441154751,26.871781465280723
0.7000700070007,2.0682604620885,0.9373940686558041,-7.03420603869441,-8.658583171129731,25.034812320948397
0.8000800080008,2.104601398361726,-0.17471539099339728,-8.5480982167291,-9.951821395427611,25.623977032093933
0.9000900090009001,2.0400936008391555,-1.0848892576920675,-9.600327993658237,-10.122330804337988,27.841261052286853
1.000100010001,1.8933471671480204,-1.8234574497338065,-9.390752481429715,-8.4995015000835,29.236737305654433
1.1001100110011,1.6803108503890796,-2.4163397818094907,-8.182756572221573,-6.911658776616761,28.25492414997246
1.2001200120012,1.4116032121282638,-2.9617082038038456,-7.264552197906198,-6.836209248690087,26.14186592460658
1.3001300130013,1.0839696339552738,-3.625334961329111,-7.389416973271683,-8.04971279871935,24.715872286966043
1.4001400140014,0.6765289667775366,-4.585116459353653,-8.428182708225531,-9.731714564382104,25.117714875718562
1.5001500150015001,0.15282350828682778,-5.955381432704199,-9.590250666628377,-10.344339320661328,27.375781948964388
1.6001600160016,-0.5224598821193769,-7.538336479093238,-9.624555456822433,-8.900097575808458,29.28504218031484
1.7001700170017,-1.3326904783957676,-8.42561313681673,-8.462400616417012,-7.085824875542324,28.741782320944463
1.8001800180018002,-2.1406525927169744,-7.3639250271435,-7.329675828760862,-6.623899458196792,26.588847111254548
1.9001900190019,-2.7519459626052596,-4.763719505701694,-7.196506706599483,-7.641782484864646,24.80017916299727
2.000200020002,-3.107470680399377,-2.5256015370210507,-8.10013256424386,-9.396005547995909,24.693463466751314
2.1002100210021,-3.2939230760912386,-1.3582107852519594,-9.425534202862359,-10.49494707642583,26.75197120962728
2.2002200220022,-3.4026039783715425,-0.88743984335621,-9.821413295844618,-9.419783216290016,29.153420272157774
2.3002300230023,-3.4789038900530778,-0.6542549058035956,-8.758246538597358,-7.2790576204739565,29.140966393226154
2.4002400240024,-3.534995151284718,-0.4742582128705014,-7.42015158424036,-6.446720225942487,27.02975757012589
2.5002500250025,-3.5758052842129584,-0.35619088865291904,-7.036252926019709,-7.267058209055627,24.921663907489176
2.6002600260026,-3.6093854579670364,-0.33124576789117843,-7.804228367736106,-9.055880229058648,24.35753136315822
2.7002700270027002,-3.6448124671342272,-0.387736404637314,-9.224846342244222,-10.546553627548331,26.128846452326346
2.8002800280028,-3.6875107121809587,-0.4609081819413154,-9.964028723244661,-9.92236530828023,28.90193094227427
2.9002900290029,-3.7343542937335825,-0.4584859647816716,-9.1030470547485,-7.626155182569352,29.553324423705913
3.0003000300030003,-3.7761255331139023,-0.36760616148477543,-7.588873193918123,-6.317617786670431,27.57603650014109
3.1003100310031,-3.8079588389803116,-0.27673574617759433,-6.90652949197962,-6.8750235481237025,25.162742056344214
3.2003200320032,-3.833790274911103,-0.25321884674282386,-7.490309889417129,-8.62371565414675,24.100996419272946
3.3003300330033003,-3.8612676458759587,-0.306378780103745,-8.926345034392979,-10.468210725307934,25.42608389147899
3.4003400340034,-3.8960614389576995,-0.38759715336677564,-10.029377204234772,-10.39738421190448,28.470469986496358
3.5003500350035,-3.936575955271832,-0.4051809778881098,-9.460159806513195,-8.078729251742262,29.86134769847612
3.6003600360036003,-3.9738723430682246,-0.32913009231221774,-7.833118059136864,-6.293747156073387,28.171977475455716
3.7003700370037,-4.00188068216548,-0.23640798603810426,-6.839613445741079,-6.507153815062124,25.525242492888903
3.8003800380038,-4.0231948608914925,-0.2032890699533035,-7.176524406276325,-8.143699072530914,23.963873946846817
3.9003900390039004,-4.045131515533034,-0.24633042765965318,-8.575982131615309,-10.242395109687132,24.75478328616413
4.000400040004,-4.073910492111573,-0.330168737175664,-9.986863099116084,-10.812128174034966,27.839132385855144
4.1004100410041,-4.109563602354192,-0.36719123690414723,-9.814187446391031,-8.658356217082876,30.026858319269348
4.2004200420042,-4.14398044680238,-0.3066692694659098,-8.16029740457776,-6.37937665818807,28.81406437516878
4.3004300430043,-4.169777723381445,-0.2119838695179153,-6.845945589441051,-6.1668987799013415,26.011949902246943
4.4004400440044,-4.188098680980713,-0.1671925111130343,-6.885033565471208,-7.619476835348736,23.96137416604209
4.5004500450045,-4.205779417289758,-0.19816227095968186,-8.166008755933822,-9.86363630592523,24.12917718084784
4.6004600460046,-4.229515355097596,-0.28047463385503263,-9.824669361253495,-11.104161698852279,27.023145205381624
4.7004700470047,-4.261009763180169,-0.3364089113718689,-10.140764188210085,-9.369246071437622,29.986807111178752
4.8004800480048,-4.293414540738992,-0.2946066499636415,-8.584270899249818,-6.622964460816379,29.49385086715915
4.9004900490049,-4.318129804324477,-0.19937731748499454,-6.9468784342707695,-5.876640607064198,26.64544819552451
5.000500050005,-4.334593801760676,-0.14097822434921214,-6.624592456158924,-7.0511993896851015,24.12180259517255
5.1005100510051005,-4.348900305928874,-0.15758372135310247,-7.700101969838804,-9.327557153453917,23.586409497332962
5.2005200520052,-4.368180414259004,-0.2343344197920457,-9.512288960934612,-11.212043132187606,26.012247602215776
5.3005300530053,-4.3956958864613895,-0.3071872947526206,-10.387104318194284,-10.151619791335966,29.666958128419452
5.4005400540054005,-4.4264163670717425,-0.2885695167153309,-9.090294237108559,-7.062817810822929,30.139215751134937
5.5005500550055,-4.450847099231798,-0.19536007314556642,-7.162501009960071,-5.660460690421391,27.41223341829309
5.6005600560056,-4.466298914752014,-0.12423290488489766,-6.430630065779005,-6.501560723697836,24.457801610396267
5.7005700570057005,-4.478098289126067,-0.1242240854306142,-7.232324682669471,-8.690970799120809,23.21611559663829
5.8005800580058,-4.493488281886549,-0.19223226778660582,-9.077534268768698,-11.061589456477803,24.97372197306987
5.9005900590059,-4.51714520057547,-0.27660373775035174,-10.486079422940522,-10.930380253854285,28.984372978355847
6.0006000600060005,-4.54614972647926,-0.2842706751580626,-9.651358304127562,-7.740842977004878,30.651319443190232
6.1006100610061,-4.570781065638327,-0.19937850985745648,-7.516262882590461,-5.596518447467604,28.29767357066484
6.2006200620062,-4.5860964642457995,-0.11475177347493042,-6.324773066008171,-5.953689595165845,24.998515333326885
6.300630063006301,-4.5960453829635375,-0.09695824439666911,-6.757963877036248,-7.943729006588205,23.03592105318242
6.4006400640064,-4.6079528505420235,-0.15164020414118928,-8.506046184454451,-10.636853047394801,23.9149652176812
6.5006500650065,-4.627634530866507,-0.24238894476946382,-10.388013920906458,-11.575807133062316,27.916831283684154
6.600660066006601,-4.654585448387547,-0.27895631804526727,-10.222159639536992,-8.69237024728427,30.92283168261224
6.7006700670067,-4.679712174363162,-0.2093740602113187,-8.034780082644717,-5.714934154667794,29.298652617076232
6.8006800680068,-4.695607379049509,-0.11385180972578447,-6.343589027469457,-5.470609856890701,25.748490799771954
6.900690069006901,-4.704484684085045,-0.07634953708450752,-6.335725448195814,-7.157134250602672,23.109259880363066
7.000700070007,-4.7134454551486815,-0.11447315181405943,-7.854841301911209,-9.952307856617436,23.0127545035613
7.1007100710071,-4.729162636658802,-0.2044007117178713,-10.046463390258221,-11.919101576022985,26.521998529998996
7.200720072007201,-4.7534976444556065,-0.26842616507111716,-10.70105986992596,-9.87243380568718,30.756137966716636
7.3007300730073,-4.779041311678252,-0.22327017512581138,-8.722715353390324,-6.1290946695315265,30.33425680279736
7.4007400740074,-4.796219078773469,-0.12097576492044312,-6.5350976735341595,-5.066393333150299,26.736275885050123
7.500750075007501,-4.804798765942271,-0.06243969896945217,-5.984552099117628,-6.338215471500735,23.461251952420405
7.6007600760076,-4.811334515952141,-0.08061295807635392,-7.143492056839846,-9.031537641255325,22.333744727708705
7.7007700770077,-4.823092368932587,-0.16243613340685184,-9.442271412568635,-11.836833644466306,24.883190915507694
7.800780078007801,-4.844090809482625,-0.24982805863438046,-10.981831382002552,-11.16929509201883,29.947907418484586
7.9007900790079,-4.86963878651782,-0.2392348800007808,-9.578437800371184,-6.97524507408336,31.29442131334327
8.000800080008,-4.888766041995019,-0.13754198798442868,-6.961897873630589,-4.821227747916258,27.99183221980246
8.1008100810081,-4.89796447988606,-0.05720738431733198,-5.762128140338715,-5.534491989246478,24.151057056495617
8.2008200820082,-4.902763751328564,-0.051840713121588014,-6.429616017177259,-7.93666160535484,22.004406276774084
8.3008300830083,-4.91075324916542,-0.118284601240319,-8.590324978755739,-11.211570835333523,23.22735037057561
8.4008400840084,-4.927629366191116,-0.21861763816808888,-10.888507170297649,-12.279881226583464,28.357620731675553
8.5008500850085,-4.952177548150462,-0.25085182482784885,-10.503478042780571,-8.376626723505579,31.883905934936564
